Sale_ID,Manufacturer,Model,Body_Style,Fuel_Type,Transmission,Country_Origin,Price_Segment,Ex_Showroom_Price,Dealer_Location,Customer_Age_Group,Ownership_Type,Booking_Type,Discount_Offered (%),Insurance_Package,Marketing_Channel,Customer_Rating,Delivery_Delay_Days,Financing_Opted,Customer_Region,Date ,Age
SAL02637,BYD,Han EV,MPV,Petrol,Automatic,China,Entry,678033,Haryana,18-25,Repeat Buyer,Offline,3.3,Standard,Dealership Visit,3,2,Yes,East,02-03-2024,22.0
SAL02638,Nissan,Terrano,MPV,Electric,Manual,Japan,Entry,674612,Goa,26-35,Corporate,Offline,3.6,Premium,Online Ads,5,3,No,Central,22-12-2024,29.0
SAL02639,Toyota,Fortuner,Hatchback,Petrol,Manual,Japan,Entry,657832,Haryana,26-35,Repeat Buyer,Offline,5.3,Standard,TV Ads,3,1,Yes,East,12-04-2024,35.0
SAL02640,BMW,M5 CS,SUV,Electric,Manual,Germany,Mid,1353581,Jharkhand,26-35,Corporate,Online,6.1,Comprehensive,TV Ads,4,2,Yes,West,07-10-2024,32.0
SAL02641,Citroen,Berlingo,Pickup,Petrol,Automatic,France,Entry,578945,Delhi,18-25,First-Time Buyer,Offline,2.6,Comprehensive,Dealership Visit,1,6,No,West,24-01-2024,25.0
SAL02642,Mercedes,GLA,SUV,Diesel,Automatic,Germany,Entry,474343,Andhra Pradesh,36-45,Corporate,Online,7.3,Comprehensive,Newspaper,3,1,No,West,20-10-2024,37.0
SAL02643,MG,Hector,SUV,CNG,Automatic,China,Entry,679125,Rajasthan,18-25,First-Time Buyer,Online,-0.2,Standard,TV Ads,5,0,No,North,10-07-2024,18.0
SAL02644,MG,Astor,Hatchback,Diesel,Automatic,China,Luxury,4560327,Punjab,36-45,Repeat Buyer,Online,4.7,Standard,Social Media,3,2,No,East,21-11-2024,41.0
SAL02645,Mercedes,E-Class,Hatchback,Diesel,Manual,Germany,Luxury,3787030,Uttarakhand,18-25,Repeat Buyer,Offline,3.2,Standard,Dealership Visit,1,2,Yes,North,22-12-2024,22.0
SAL02646,Tata,Safari,Sedan,CNG,Manual,India,Premium,2296593,Andhra Pradesh,36-45,Repeat Buyer,Offline,4.2,Premium,Dealership Visit,3,8,Yes,East,19-05-2024,41.0
SAL02647,Renault,Duster,Sedan,Electric,Manual,France,Entry,419784,Bihar,26-35,First-Time Buyer,Offline,4.2,Standard,TV Ads,5,4,No,West,28-07-2024,30.0
SAL02648,Renault,Kwid,Hatchback,Petrol,Manual,France,Mid,1342781,Gujarat,26-35,Corporate,Offline,1.4,Standard,TV Ads,4,1,Yes,West,29-01-2024,28.0
SAL02649,Skoda,Kushaq,Hatchback,Petrol,Automatic,Germany,Luxury,5927219,Telangana,36-45,Repeat Buyer,Online,7.4,Standard,Online Ads,5,4,No,Central,23-12-2024,43.0
SAL02650,Renault,Kiger,MPV,CNG,Automatic,France,Entry,516637,Gujarat,36-45,Repeat Buyer,Offline,2.4,Premium,Online Ads,4,4,No,East,31-12-2024,43.0
SAL02651,Jeep,Grand Cherokee,MPV,Diesel,Automatic,USA,Mid,1471858,Himachal Pradesh,46-60,Repeat Buyer,Online,6.0,Standard,Social Media,5,2,No,South,30-08-2024,57.0
SAL02652,Ford,Endeavour,Hatchback,Electric,Manual,USA,Mid,863692,Himachal Pradesh,36-45,Repeat Buyer,Online,3.3,Premium,Dealership Visit,2,3,No,North,13-02-2024,41.0
SAL02653,Audi,Q7,SUV,Petrol,Manual,Germany,Mid,1071011,Jammu and Kashmir,26-35,First-Time Buyer,Offline,3.9,Premium,Newspaper,3,1,Yes,West,23-09-2024,30.0
SAL02654,Renault,Kwid,Pickup,Petrol,Manual,France,Mid,1290482,Jharkhand,18-25,Repeat Buyer,Online,7.4,Standard,Newspaper,3,1,No,Central,18-10-2024,25.0
SAL02655,Mahindra,XUV300,Hatchback,CNG,Automatic,India,Premium,2508045,Sikkim,18-25,Repeat Buyer,Online,2.8,Standard,Dealership Visit,1,3,No,Central,20-07-2024,22.0
SAL02656,Mercedes,A-Class,MPV,Electric,Automatic,Germany,Mid,1468237,Telangana,26-35,Repeat Buyer,Online,4.7,Standard,Social Media,2,2,No,West,02-06-2024,34.0
SAL02657,Mercedes,E-Class,Hatchback,CNG,Manual,Germany,Mid,1390729,West Bengal,26-35,Repeat Buyer,Offline,6.7,Premium,Online Ads,1,3,Yes,East,07-08-2024,28.0
SAL02658,Hyundai,Venue,Sedan,Electric,Automatic,Korea,Mid,955557,Madhya Pradesh,36-45,First-Time Buyer,Online,7.7,Comprehensive,Online Ads,3,1,Yes,Central,22-06-2024,44.0
SAL02659,Maruti,Ertiga,SUV,CNG,Automatic,India,Mid,1465941,Maharashtra,26-35,Repeat Buyer,Offline,0.9,Comprehensive,Online Ads,1,3,Yes,East,30-08-2024,32.0
SAL02660,Renault,Triber,SUV,CNG,Automatic,France,Entry,488604,Assam,46-60,First-Time Buyer,Online,3.7,Standard,Newspaper,4,4,No,Central,26-09-2024,53.0
SAL02661,Citroen,C3,Sedan,Diesel,Automatic,France,Premium,2874898,Nagaland,18-25,First-Time Buyer,Online,4.8,Standard,Newspaper,2,3,Yes,North,12-01-2024,21.0
SAL02662,Volkswagen,Virtus,Pickup,Electric,Automatic,Germany,Mid,764010,Uttarakhand,26-35,Repeat Buyer,Online,2.3,Standard,Social Media,5,1,Yes,East,30-05-2024,27.0
SAL02663,MG,Hector,SUV,CNG,Automatic,China,Entry,610899,Delhi,26-35,Repeat Buyer,Online,4.6,Comprehensive,Newspaper,4,1,Yes,Central,28-12-2024,28.0
SAL02664,Nissan,Magnite,SUV,Electric,Automatic,Japan,Mid,1354415,Andhra Pradesh,26-35,First-Time Buyer,Online,2.5,Standard,TV Ads,5,3,No,West,07-05-2024,31.0
SAL02665,Mercedes,E-Class,MPV,Diesel,Automatic,Germany,Premium,2603325,Rajasthan,18-25,Repeat Buyer,Online,3.5,Standard,Newspaper,1,3,Yes,South,01-08-2024,21.0
SAL02666,Skoda,Rapid,Hatchback,Electric,Manual,Germany,Mid,830504,Uttarakhand,18-25,First-Time Buyer,Online,8.7,Standard,Online Ads,3,1,No,West,18-10-2024,20.0
SAL02667,Mahindra,Scorpio-N,Hatchback,Electric,Manual,India,Mid,1117245,Karnataka,26-35,Corporate,Offline,4.7,Standard,Social Media,4,3,No,East,21-04-2024,26.0
SAL02668,Jeep,Meridian,SUV,CNG,Manual,USA,Mid,1207238,Assam,26-35,First-Time Buyer,Online,8.9,Standard,Dealership Visit,2,1,Yes,West,30-07-2024,30.0
SAL02669,Lexus,UX300e,Hatchback,Diesel,Automatic,Japan,Mid,1135148,Assam,18-25,First-Time Buyer,Online,3.7,Standard,Dealership Visit,5,2,Yes,West,23-03-2024,23.0
SAL02670,BYD,E6,Hatchback,Electric,Automatic,China,Luxury,5486235,Chhattisgarh,18-25,Corporate,Online,7.2,Standard,Social Media,4,1,No,South,08-09-2024,22.0
SAL02671,Toyota,Innova Hycross,MPV,Diesel,Automatic,Japan,Mid,1071071,Arunachal Pradesh,26-35,First-Time Buyer,Online,3.8,Standard,TV Ads,3,0,No,West,23-11-2024,33.0
SAL02672,Mahindra,Thar,Pickup,Petrol,Manual,India,Luxury,5358255,Rajasthan,46-60,Corporate,Offline,3.7,Premium,Dealership Visit,2,3,No,Central,06-12-2024,52.0
SAL02673,Volkswagen,Virtus,Pickup,Electric,Automatic,Germany,Entry,571928,Chhattisgarh,18-25,First-Time Buyer,Offline,6.7,Premium,Online Ads,2,2,No,North,16-03-2024,25.0
SAL02674,BMW,X1,SUV,CNG,Automatic,Germany,Entry,418383,Jammu and Kashmir,26-35,Repeat Buyer,Offline,7.1,Standard,Dealership Visit,5,6,Yes,South,08-09-2024,27.0
SAL02675,Skoda,Kushaq,SUV,CNG,Manual,Germany,Premium,2209921,Delhi,26-35,First-Time Buyer,Offline,7.7,Standard,Dealership Visit,4,0,Yes,East,14-08-2024,35.0
SAL02676,Hyundai,Venue,MPV,CNG,Manual,Korea,Entry,450630,Tamil Nadu,60+,Corporate,Offline,0.4,Comprehensive,Online Ads,4,3,Yes,Central,06-01-2024,
SAL02677,Honda,City,Sedan,Electric,Automatic,Japan,Mid,789223,Manipur,36-45,First-Time Buyer,Online,5.6,Comprehensive,Newspaper,2,3,No,East,28-01-2024,41.0
SAL02678,Jeep,Avenger,Pickup,Electric,Automatic,USA,Mid,1368614,Delhi,46-60,Repeat Buyer,Online,1.2,Comprehensive,TV Ads,1,5,Yes,South,16-01-2024,58.0
SAL02679,Honda,Jazz,SUV,Diesel,Automatic,Japan,Entry,529290,Uttarakhand,18-25,Repeat Buyer,Offline,4.7,Comprehensive,Online Ads,2,2,Yes,South,04-10-2024,19.0
SAL02680,MG,Comet EV,Pickup,CNG,Manual,China,Premium,2024317,Meghalaya,26-35,Repeat Buyer,Online,5.1,Standard,Online Ads,3,1,No,West,29-11-2024,34.0
SAL02681,Skoda,Superb,Sedan,Electric,Automatic,Germany,Entry,516672,Odisha,36-45,First-Time Buyer,Offline,5.8,Standard,Social Media,4,2,No,South,27-04-2024,44.0
SAL02682,Ford,Endeavour,SUV,Electric,Manual,USA,Entry,427136,Mizoram,18-25,First-Time Buyer,Offline,2.7,Comprehensive,TV Ads,5,5,Yes,East,20-03-2024,21.0
SAL02683,Skoda,Slavia,Hatchback,Electric,Automatic,Germany,Mid,1408091,Meghalaya,60+,Repeat Buyer,Offline,3.8,Premium,Newspaper,4,2,No,South,19-07-2024,
SAL02684,Renault,Kwid,Pickup,Diesel,Automatic,France,Mid,1345688,Karnataka,26-35,First-Time Buyer,Offline,1.6,Standard,Online Ads,2,1,Yes,North,15-10-2024,32.0
SAL02685,Tata,Harrier,Pickup,Electric,Automatic,India,Entry,485803,Karnataka,18-25,Repeat Buyer,Offline,4.2,Standard,Newspaper,3,4,Yes,West,24-04-2024,22.0
SAL02686,Tata,Harrier,Pickup,Diesel,Automatic,India,Entry,665405,Jharkhand,26-35,Repeat Buyer,Online,0.7,Comprehensive,Online Ads,1,3,Yes,South,07-02-2024,27.0
SAL02687,Citroen,C3,Pickup,Diesel,Manual,France,Mid,1155434,Rajasthan,36-45,Repeat Buyer,Offline,7.5,Standard,Online Ads,4,3,No,North,29-03-2024,40.0
SAL02688,Mahindra,XUV700,Hatchback,CNG,Manual,India,Premium,2117194,Madhya Pradesh,18-25,First-Time Buyer,Online,4.6,Comprehensive,Social Media,2,1,No,East,31-05-2024,20.0
SAL02689,BYD,Dolphin,Pickup,Petrol,Manual,China,Premium,1531389,Maharashtra,36-45,Corporate,Offline,2.7,Standard,Dealership Visit,2,1,Yes,East,11-01-2024,45.0
SAL02690,Maruti,Dzire,MPV,Diesel,Manual,India,Mid,1074122,Karnataka,26-35,First-Time Buyer,Offline,6.5,Standard,TV Ads,2,0,Yes,North,15-06-2024,32.0
SAL02691,Skoda,Octavia,Sedan,CNG,Manual,Germany,Entry,645142,Bihar,26-35,Corporate,Offline,4.2,Standard,Social Media,3,2,No,North,24-11-2024,27.0
SAL02692,Kia,Carens,Sedan,Electric,Automatic,Korea,Luxury,3888117,Manipur,26-35,Repeat Buyer,Offline,5.0,Comprehensive,Newspaper,2,2,Yes,South,24-07-2024,33.0
SAL02693,Ford,Figo,MPV,Diesel,Automatic,USA,Entry,678896,Odisha,46-60,First-Time Buyer,Offline,3.5,Standard,Online Ads,2,2,No,West,27-05-2024,52.0
SAL02694,BMW,X5,Hatchback,Diesel,Automatic,Germany,Premium,2467125,Karnataka,26-35,Corporate,Online,8.1,Standard,Online Ads,2,3,No,West,02-09-2024,27.0
SAL02695,Volkswagen,Vento,Pickup,CNG,Automatic,Germany,Premium,2364412,Gujarat,26-35,First-Time Buyer,Online,3.6,Standard,TV Ads,4,4,Yes,Central,20-05-2024,29.0
SAL02696,Nissan,Magnite,MPV,Electric,Manual,Japan,Entry,598877,Himachal Pradesh,18-25,First-Time Buyer,Online,3.0,Standard,Social Media,2,1,No,North,29-11-2024,25.0
SAL02697,Honda,WR-V,Hatchback,Diesel,Automatic,Japan,Mid,1366272,Uttarakhand,18-25,Repeat Buyer,Offline,4.0,Comprehensive,Social Media,3,5,Yes,East,31-01-2024,23.0
SAL02698,Nissan,Terrano,MPV,Petrol,Manual,Japan,Mid,1472450,Haryana,26-35,First-Time Buyer,Offline,4.8,Standard,Newspaper,4,3,No,Central,31-03-2024,35.0
SAL02699,Jeep,Meridian,SUV,Electric,Manual,USA,Premium,1984144,Uttarakhand,46-60,Repeat Buyer,Online,9.1,Comprehensive,Social Media,2,2,Yes,North,21-05-2024,47.0
SAL02700,Tata,Altroz,MPV,CNG,Manual,India,Mid,1391695,Uttar Pradesh,36-45,First-Time Buyer,Offline,1.6,Standard,Social Media,1,2,Yes,North,01-05-2024,37.0
SAL02701,Mahindra,Thar,MPV,CNG,Manual,India,Mid,1183397,Meghalaya,18-25,First-Time Buyer,Offline,6.1,Comprehensive,Dealership Visit,3,1,Yes,Central,16-09-2024,24.0
SAL02702,Lexus,RX500h,Pickup,Diesel,Manual,Japan,Entry,643465,Tripura,36-45,Repeat Buyer,Offline,5.4,Standard,TV Ads,1,2,Yes,West,22-12-2024,40.0
SAL02703,Kia,Carens,SUV,CNG,Manual,Korea,Premium,2596548,Jammu and Kashmir,36-45,First-Time Buyer,Online,4.0,Premium,Social Media,3,1,Yes,North,14-02-2024,43.0
SAL02704,Honda,Amaze,Hatchback,CNG,Manual,Japan,Entry,447983,West Bengal,60+,First-Time Buyer,Offline,8.1,Comprehensive,Newspaper,1,2,Yes,Central,06-11-2024,
SAL02705,Ford,Mustang,Sedan,Diesel,Manual,USA,Mid,1008104,Madhya Pradesh,46-60,Repeat Buyer,Offline,2.9,Standard,Online Ads,2,2,Yes,South,18-03-2024,60.0
SAL02706,MG,Astor,Sedan,CNG,Automatic,China,Premium,2263685,Odisha,26-35,Repeat Buyer,Offline,4.4,Standard,Social Media,1,2,Yes,South,06-12-2024,32.0
SAL02707,Skoda,Octavia,Hatchback,Petrol,Manual,Germany,Entry,534265,Gujarat,36-45,Repeat Buyer,Online,5.8,Comprehensive,Social Media,1,1,No,East,09-03-2024,36.0
SAL02708,Tata,Altroz,Pickup,CNG,Manual,India,Premium,2588369,Odisha,60+,First-Time Buyer,Offline,3.4,Comprehensive,Online Ads,3,1,Yes,West,24-04-2024,
SAL02709,Maruti,Baleno,MPV,Petrol,Manual,India,Luxury,3574793,Gujarat,46-60,Corporate,Offline,2.9,Standard,Dealership Visit,2,3,No,Central,08-08-2024,59.0
SAL02710,Tata,Altroz,Hatchback,Diesel,Manual,India,Mid,1223682,Odisha,26-35,First-Time Buyer,Offline,6.3,Standard,TV Ads,3,1,Yes,West,08-08-2024,30.0
SAL02711,Mahindra,XUV300,MPV,CNG,Automatic,India,Luxury,7966604,Himachal Pradesh,36-45,Repeat Buyer,Offline,3.6,Comprehensive,Dealership Visit,2,2,Yes,West,17-04-2024,45.0
SAL02712,Jeep,Avenger,Sedan,Electric,Manual,USA,Mid,1036449,Gujarat,26-35,Corporate,Offline,3.6,Premium,Newspaper,5,1,No,Central,30-12-2024,35.0
SAL02713,Jeep,Meridian,Hatchback,Petrol,Manual,USA,Mid,1250716,Tripura,46-60,First-Time Buyer,Online,3.2,Standard,Social Media,4,1,Yes,North,18-01-2024,48.0
SAL02714,Kia,Sonet,MPV,Electric,Manual,Korea,Mid,1289888,Maharashtra,36-45,Repeat Buyer,Online,4.8,Standard,Dealership Visit,4,3,Yes,South,21-01-2024,39.0
SAL02715,Skoda,Rapid,Sedan,CNG,Manual,Germany,Premium,1937790,West Bengal,36-45,Corporate,Online,6.4,Standard,TV Ads,3,4,No,East,25-10-2024,38.0
SAL02716,Tata,Punch,Pickup,Diesel,Automatic,India,Mid,1301321,Sikkim,36-45,Corporate,Offline,3.4,Standard,Newspaper,2,1,Yes,North,28-08-2024,36.0
SAL02717,MG,Gloster,Sedan,CNG,Manual,China,Mid,901765,Goa,18-25,First-Time Buyer,Online,6.6,Comprehensive,Dealership Visit,1,1,Yes,West,10-09-2024,20.0
SAL02718,Mercedes,A-Class,MPV,Petrol,Manual,Germany,Entry,685568,West Bengal,36-45,Repeat Buyer,Offline,2.3,Standard,Social Media,4,2,No,West,09-02-2024,36.0
SAL02719,Ford,EcoSport,Sedan,CNG,Manual,USA,Entry,615960,Goa,18-25,First-Time Buyer,Offline,7.8,Standard,TV Ads,3,1,Yes,Central,06-05-2024,24.0
SAL02720,BYD,Dolphin,Pickup,Electric,Automatic,China,Luxury,4320816,Kerala,36-45,Repeat Buyer,Offline,6.6,Comprehensive,Social Media,3,2,Yes,South,23-12-2024,41.0
SAL02721,Jeep,Compass,Hatchback,Petrol,Automatic,USA,Mid,813483,Chhattisgarh,60+,Repeat Buyer,Offline,2.6,Premium,Social Media,3,6,Yes,South,03-03-2024,
SAL02722,Lexus,LX500d,Sedan,CNG,Manual,Japan,Entry,485809,Delhi,26-35,Corporate,Offline,3.0,Premium,Newspaper,2,1,Yes,East,03-08-2024,31.0
SAL02723,BMW,M5 CS,Pickup,Petrol,Manual,Germany,Premium,2007613,West Bengal,26-35,Repeat Buyer,Online,8.1,Standard,TV Ads,3,0,Yes,North,15-01-2024,27.0
SAL02724,Volkswagen,Vento,MPV,Electric,Automatic,Germany,Entry,418896,Maharashtra,46-60,Corporate,Online,3.9,Standard,Online Ads,5,1,No,East,08-02-2024,48.0
SAL02725,Lexus,RX500h,Hatchback,CNG,Automatic,Japan,Entry,618000,Maharashtra,26-35,Repeat Buyer,Online,5.8,Standard,Social Media,1,3,Yes,West,08-05-2024,35.0
SAL02726,Maruti,Dzire,Hatchback,CNG,Manual,India,Mid,1128725,Sikkim,26-35,First-Time Buyer,Online,6.6,Standard,TV Ads,3,1,Yes,West,21-01-2024,34.0
SAL02727,BYD,Atto 3,Hatchback,Diesel,Automatic,China,Premium,2852643,Assam,36-45,First-Time Buyer,Online,4.6,Comprehensive,Social Media,2,1,Yes,South,06-04-2024,37.0
SAL02728,Mahindra,XUV300,MPV,Petrol,Manual,India,Entry,405723,Jammu and Kashmir,60+,First-Time Buyer,Offline,7.4,Comprehensive,Dealership Visit,1,2,Yes,West,02-08-2024,
SAL02729,Lexus,LX500d,SUV,Diesel,Automatic,Japan,Mid,747195,Karnataka,46-60,First-Time Buyer,Offline,5.0,Standard,Dealership Visit,1,1,Yes,North,08-04-2024,60.0
SAL02730,Kia,Carens,MPV,Electric,Manual,Korea,Premium,2871489,Bihar,36-45,Repeat Buyer,Offline,6.1,Standard,TV Ads,4,2,Yes,North,11-06-2024,37.0
SAL02731,MG,Hector,Sedan,Petrol,Automatic,China,Mid,985734,Manipur,18-25,Corporate,Online,4.7,Standard,Newspaper,3,3,No,East,27-10-2024,19.0
SAL02732,BYD,Dolphin,Sedan,Diesel,Automatic,China,Premium,2972325,West Bengal,18-25,Repeat Buyer,Offline,1.6,Standard,Online Ads,3,3,No,North,11-06-2024,18.0
SAL02733,Renault,Triber,SUV,Petrol,Manual,France,Mid,750972,Telangana,26-35,Repeat Buyer,Online,3.2,Standard,Dealership Visit,2,0,Yes,West,10-12-2024,30.0
SAL02734,Mahindra,Thar,SUV,Diesel,Automatic,India,Premium,2522820,Manipur,18-25,Repeat Buyer,Online,5.7,Comprehensive,Newspaper,5,2,Yes,Central,11-09-2024,23.0
SAL02735,Lexus,NX350h,SUV,Petrol,Manual,Japan,Entry,637286,Jharkhand,18-25,First-Time Buyer,Offline,3.7,Standard,Online Ads,5,3,No,South,18-06-2024,22.0
SAL02736,Jeep,Compass,MPV,Petrol,Manual,USA,Mid,1441808,Kerala,36-45,Repeat Buyer,Offline,2.6,Standard,Dealership Visit,4,3,No,South,07-07-2024,39.0
SAL02737,MG,ZS EV,Pickup,CNG,Manual,China,Mid,1318368,Arunachal Pradesh,26-35,First-Time Buyer,Offline,4.6,Standard,Online Ads,5,3,Yes,South,02-07-2024,30.0
SAL02738,Maruti,Ertiga,Sedan,Diesel,Manual,India,Luxury,8888486,Assam,18-25,Repeat Buyer,Offline,3.2,Standard,Social Media,2,0,Yes,Central,24-11-2024,24.0
SAL02739,Audi,Q7,SUV,Electric,Manual,Germany,Mid,731560,Haryana,18-25,First-Time Buyer,Online,7.1,Premium,TV Ads,4,2,Yes,West,14-06-2024,22.0
SAL02740,Renault,Duster,Pickup,Diesel,Manual,France,Luxury,8225269,Gujarat,36-45,Corporate,Offline,3.5,Premium,Dealership Visit,3,5,Yes,North,26-04-2024,44.0
SAL02741,Lexus,RX500h,Pickup,Petrol,Manual,Japan,Entry,540661,Sikkim,36-45,First-Time Buyer,Offline,4.6,Standard,Dealership Visit,5,3,Yes,West,30-05-2024,41.0
SAL02742,Toyota,Innova Hycross,Pickup,Diesel,Automatic,Japan,Mid,750024,Assam,26-35,First-Time Buyer,Online,3.0,Standard,Social Media,2,0,No,East,01-06-2024,31.0
SAL02743,Toyota,Urban Cruiser,SUV,Petrol,Manual,Japan,Mid,1394542,Tamil Nadu,26-35,First-Time Buyer,Offline,5.1,Standard,Dealership Visit,2,0,Yes,West,01-02-2024,31.0
SAL02744,Nissan,Magnite,MPV,Diesel,Manual,Japan,Premium,1677867,Bihar,18-25,First-Time Buyer,Online,3.9,Comprehensive,Dealership Visit,3,3,Yes,West,18-10-2024,23.0
SAL02745,Nissan,Sunny,Pickup,Diesel,Manual,Japan,Entry,478403,Maharashtra,46-60,Repeat Buyer,Offline,0.5,Comprehensive,Dealership Visit,2,1,No,South,16-03-2024,55.0
SAL02746,Kia,Carnival,MPV,Diesel,Automatic,Korea,Entry,656364,Telangana,60+,First-Time Buyer,Online,1.5,Standard,Dealership Visit,4,1,Yes,West,20-10-2024,
SAL02747,Honda,WR-V,Pickup,CNG,Manual,Japan,Mid,1404819,Odisha,26-35,Repeat Buyer,Offline,3.8,Comprehensive,Dealership Visit,4,0,Yes,Central,19-11-2024,32.0
SAL02748,Skoda,Superb,Sedan,CNG,Manual,Germany,Luxury,3292495,Bihar,18-25,Repeat Buyer,Offline,7.5,Comprehensive,Newspaper,1,1,No,South,26-06-2024,18.0
SAL02749,Nissan,Kicks,Hatchback,Petrol,Manual,Japan,Mid,1313986,Bihar,46-60,Repeat Buyer,Offline,3.6,Comprehensive,Dealership Visit,3,2,Yes,East,02-03-2024,54.0
SAL02750,Renault,Kwid,SUV,Petrol,Manual,France,Entry,691105,Gujarat,46-60,First-Time Buyer,Online,7.0,Comprehensive,Social Media,2,0,No,Central,11-08-2024,56.0
SAL02751,Lexus,NX350h,MPV,Electric,Automatic,Japan,Premium,1507685,Tamil Nadu,36-45,Corporate,Offline,9.7,Comprehensive,Dealership Visit,5,2,Yes,Central,20-02-2024,45.0
SAL02752,Skoda,Kushaq,Pickup,Diesel,Manual,Germany,Mid,872951,Arunachal Pradesh,26-35,Repeat Buyer,Offline,7.3,Standard,Online Ads,4,0,Yes,East,18-01-2024,30.0
SAL02753,Ford,Aspire,Hatchback,Electric,Manual,USA,Mid,906652,Kerala,36-45,Repeat Buyer,Offline,5.4,Premium,Online Ads,3,2,No,North,20-08-2024,41.0
SAL02754,Renault,Captur,Sedan,CNG,Manual,France,Mid,921059,Madhya Pradesh,26-35,First-Time Buyer,Offline,9.4,Comprehensive,Social Media,3,2,Yes,West,03-12-2024,32.0
SAL02755,Mahindra,Bolero,Hatchback,Petrol,Manual,India,Entry,567303,Telangana,26-35,Repeat Buyer,Offline,3.6,Premium,Newspaper,4,1,No,West,07-01-2024,32.0
SAL02756,Mahindra,XUV300,Hatchback,CNG,Automatic,India,Mid,1138861,Uttar Pradesh,26-35,First-Time Buyer,Offline,5.4,Comprehensive,Social Media,1,0,Yes,North,26-03-2024,29.0
SAL02757,Maruti,Baleno,Sedan,Electric,Automatic,India,Mid,723347,Rajasthan,18-25,Repeat Buyer,Offline,6.3,Comprehensive,Newspaper,3,2,Yes,East,12-02-2024,19.0
SAL02758,BMW,X3,Pickup,Electric,Automatic,Germany,Mid,1494435,Bihar,26-35,First-Time Buyer,Online,4.3,Standard,TV Ads,2,2,No,North,02-02-2024,29.0
SAL02759,Kia,EV6,Pickup,CNG,Automatic,Korea,Luxury,4718598,Telangana,26-35,First-Time Buyer,Offline,6.0,Comprehensive,Online Ads,5,0,No,South,09-02-2024,35.0
SAL02760,Hyundai,Verna,Hatchback,Diesel,Automatic,Korea,Entry,657776,Manipur,46-60,First-Time Buyer,Online,7.0,Standard,Online Ads,5,3,No,South,28-01-2024,47.0
SAL02761,Ford,Figo,Sedan,Diesel,Manual,USA,Mid,1292050,Maharashtra,46-60,First-Time Buyer,Offline,3.3,Standard,Online Ads,4,2,Yes,South,16-02-2024,54.0
SAL02762,Mercedes,C-Class,SUV,Petrol,Manual,Germany,Luxury,5505097,Manipur,36-45,Repeat Buyer,Offline,5.3,Standard,Newspaper,3,1,No,North,07-12-2024,38.0
SAL02763,MG,Gloster,Sedan,Petrol,Manual,China,Mid,1191962,Madhya Pradesh,26-35,First-Time Buyer,Offline,0.8,Comprehensive,Social Media,5,2,Yes,Central,12-05-2024,31.0
SAL02764,Kia,Carnival,Hatchback,CNG,Automatic,Korea,Mid,1452939,Maharashtra,26-35,Corporate,Online,4.7,Standard,Newspaper,3,3,No,South,28-08-2024,31.0
SAL02765,BYD,Seal,Sedan,CNG,Manual,China,Premium,2250845,Manipur,26-35,Repeat Buyer,Offline,4.3,Standard,Online Ads,4,2,Yes,North,22-04-2024,26.0
SAL02766,Maruti,Baleno,Hatchback,Petrol,Automatic,India,Entry,623927,Arunachal Pradesh,36-45,Repeat Buyer,Online,1.8,Standard,Online Ads,1,5,Yes,South,01-03-2024,44.0
SAL02767,Audi,Q7,SUV,Diesel,Manual,Germany,Mid,841549,Chhattisgarh,18-25,Corporate,Online,5.5,Premium,Online Ads,5,1,Yes,South,01-03-2024,18.0
SAL02768,Maruti,Dzire,Hatchback,Electric,Automatic,India,Mid,1212456,Andhra Pradesh,36-45,Repeat Buyer,Online,6.3,Comprehensive,Online Ads,2,1,Yes,West,05-01-2024,43.0
SAL02769,Audi,Q7,MPV,Diesel,Manual,Germany,Mid,805077,Meghalaya,26-35,First-Time Buyer,Online,3.6,Standard,TV Ads,4,2,No,North,01-03-2024,35.0
SAL02770,Citroen,Berlingo,Pickup,Electric,Manual,France,Premium,2594522,Sikkim,46-60,First-Time Buyer,Online,6.4,Standard,Online Ads,1,2,Yes,West,29-05-2024,58.0
SAL02771,BMW,M340i,Pickup,Diesel,Manual,Germany,Entry,425291,Odisha,36-45,First-Time Buyer,Offline,3.4,Standard,Newspaper,2,3,No,East,09-05-2024,39.0
SAL02772,Maruti,Dzire,Hatchback,CNG,Manual,India,Mid,1445182,Uttarakhand,46-60,Repeat Buyer,Online,2.8,Comprehensive,Online Ads,2,0,Yes,South,14-04-2024,46.0
SAL02773,Honda,Jazz,Pickup,Electric,Automatic,Japan,Entry,411791,Andhra Pradesh,46-60,First-Time Buyer,Offline,7.1,Standard,Dealership Visit,5,1,Yes,South,06-09-2024,46.0
SAL02774,Mercedes,GLA,MPV,Petrol,Manual,Germany,Premium,2679236,Assam,18-25,Repeat Buyer,Offline,6.2,Standard,TV Ads,3,2,Yes,West,10-01-2024,25.0
SAL02775,Nissan,Micra,SUV,Diesel,Automatic,Japan,Mid,1174913,Haryana,46-60,Corporate,Offline,3.1,Standard,Online Ads,4,0,No,North,18-04-2024,55.0
SAL02776,Citroen,eC3,Pickup,Electric,Manual,France,Luxury,4010521,Jammu and Kashmir,26-35,Repeat Buyer,Online,6.3,Standard,Dealership Visit,2,3,No,Central,11-05-2024,30.0
SAL02777,Audi,Q5,Sedan,Electric,Automatic,Germany,Mid,1242054,Sikkim,36-45,Repeat Buyer,Online,4.6,Comprehensive,Newspaper,5,4,Yes,Central,09-01-2024,39.0
